Company Name,Industry,Symbol,Series,ISIN Code,Yahoo Symbol,Current Price (INR),1Y Return,Annualised Volatility,Maximum Drawdown,Price Observations,Price Start,Price End,Price Error,Trailing PE,Market Cap (INR),Market Cap (INR Crore),Yahoo Sector,Yahoo Industry,Currency,Fundamental Error,Fundamental As Of,Data Complete,Value Score,Momentum Score,Value Contribution,Momentum Contribution,Composite Score,Momentum Efficiency,Screen Result,Passed
Larsen & Toubro Ltd.,Construction,LT,EQ,INE018A01030,LT.NS,4209.39990234375,0.1738185599975164,0.25062590493115855,-0.2434757106160581,250,2025-06-19,2026-06-19,,36.039383,5790737891328,579073.7891328,Industrials,Engineering & Construction,INR,,2026-06-19,True,44.79166666666667,66.66666666666666,20.156250000000004,36.666666666666664,56.82291666666667,0.6935378848617446,P/E above 30,False
LTM Ltd.,Information Technology,LTM,EQ,INE214T01019,LTM.NS,3832.5,-0.2736340590644296,0.2966521437976667,-0.3950118527829828,250,2025-06-19,2026-06-19,,22.666784,1136187670528,113618.7670528,Technology,Information Technology Services,INR,,2026-06-19,True,63.541666666666664,7.291666666666667,28.59375,4.010416666666667,32.604166666666664,-0.9224071518966109,1Y return below 10%,False
Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026,M&M.NS,3074.800048828125,0.0015197288010515564,0.272321709025129,-0.22914470520326968,250,2025-06-19,2026-06-19,,20.203693,3692103729152,369210.3729152,Consumer Cyclical,Auto Manufacturers,INR,,2026-06-19,True,68.75,36.45833333333333,30.9375,20.052083333333332,50.98958333333333,0.005580637718865523,1Y return below 10%,False
Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010,MARUTI.NS,13395.0,0.05731525785263836,0.23239465381742633,-0.2883414295628036,250,2025-06-19,2026-06-19,,28.691687,4211422265344,421142.2265344,Consumer Cyclical,Auto Manufacturers,INR,,2026-06-19,True,55.208333333333336,48.95833333333333,24.84375,26.927083333333332,51.77083333333333,0.24662898612833975,1Y return below 10%,False
Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010,MAXHEALTH.NS,1094.75,-0.05759824049540185,0.26314612201728454,-0.28332951912524074,250,2025-06-19,2026-06-19,,74.22034,1065458597888,106545.8597888,Healthcare,Medical Care Facilities,INR,,2026-06-19,True,14.583333333333334,28.125,6.5625,15.468750000000002,22.03125,-0.21888310591032978,P/E above 30; 1Y return below 10%,False
Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01020,MAZDOCK.NS,2518.699951171875,-0.21378154752033873,0.3430732081109575,-0.37831248035421605,250,2025-06-19,2026-06-19,,39.262665,1015993204736,101599.3204736,Industrials,Aerospace & Defense,INR,,2026-06-19,True,41.66666666666667,13.541666666666666,18.750000000000004,7.447916666666667,26.19791666666667,-0.6231368188074804,P/E above 30; 1Y return below 10%,False
Samvardhana Motherson International Ltd.,Automobile and Auto Components,MOTHERSON,EQ,INE775A01035,MOTHERSON.NS,145.5399932861328,0.4857112905602492,0.34524702688592046,-0.2210027984531191,250,2025-06-19,2026-06-19,,39.765026,1532715204608,153271.5204608,Consumer Cyclical,Auto Parts,INR,,2026-06-19,True,40.625,93.75,18.28125,51.56250000000001,69.84375,1.4068514794791909,P/E above 30,False
Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012,MUTHOOTFIN.NS,3126.10009765625,0.1954543905584869,0.35652007409222,-0.28771994071152307,250,2025-06-19,2026-06-19,,11.850266,1255030652928,125503.0652928,Financial Services,Credit Services,INR,,2026-06-19,True,88.54166666666666,68.75,39.84375,37.8125,77.65625,0.5482282899670028,Passed all filters,True
Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01024,NESTLEIND.NS,1414.800048828125,0.23198017613957478,0.2054599588826711,-0.11955890374770439,250,2025-06-19,2026-06-19,,78.208954,2728179269632,272817.9269632,Consumer Defensive,Packaged Foods,INR,,2026-06-19,True,12.5,72.91666666666666,5.625,40.104166666666664,45.729166666666664,1.1290773024638254,P/E above 30,False
NTPC Ltd.,Power,NTPC,EQ,INE733E01010,NTPC.NS,365.79998779296875,0.13756674816366044,0.1866176857666172,-0.15138957643953765,250,2025-06-19,2026-06-19,,12.017082,3547040579584,354704.0579584,Utilities,Utilities - Regulated Electric,INR,,2026-06-19,True,87.5,60.416666666666664,39.375,33.22916666666667,72.60416666666667,0.7371581508930535,Passed all filters,True
Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029,ONGC.NS,246.25,0.03187386543038029,0.2293886276006892,-0.19160584329618202,250,2025-06-19,2026-06-19,,7.4757137,3097893797888,309789.3797888,Energy,Oil & Gas Integrated,INR,,2026-06-19,True,91.66666666666666,42.70833333333333,41.25,23.489583333333332,64.73958333333333,0.13895137594120435,1Y return below 10%,False
Power Finance Corporation Ltd.,Financial Services,PFC,EQ,INE134E01011,PFC.NS,431.0,0.14551764463601913,0.2709197796781873,-0.20755977314362273,250,2025-06-19,2026-06-19,,5.4911456,1422343798784,142234.3798784,Financial Services,Credit Services,INR,,2026-06-19,True,97.91666666666666,64.58333333333334,44.0625,35.52083333333334,79.58333333333334,0.5371244757723951,Passed all filters,True
Pidilite Industries Ltd.,Chemicals,PIDILITIND,EQ,INE318A01026,PIDILITIND.NS,1579.9000244140625,0.07218168503266442,0.20549977491772056,-0.1854173485219459,250,2025-06-19,2026-06-19,,65.719635,1607983300608,160798.3300608,Basic Materials,Specialty Chemicals,INR,,2026-06-19,True,21.875,53.125,9.84375,29.218750000000004,39.0625,0.35124946030507836,P/E above 30; 1Y return below 10%,False
Punjab National Bank,Financial Services,PNB,EQ,INE160A01022,PNB.NS,108.7699966430664,0.1184335952898814,0.27595281924425036,-0.24833792805470667,250,2025-06-19,2026-06-19,,6.798125,1250087403520,125008.740352,Financial Services,Banks - Regional,INR,,2026-06-19,True,94.79166666666666,58.333333333333336,42.65625,32.083333333333336,74.73958333333334,0.42918059548815074,Passed all filters,True
Power Grid Corporation of India Ltd.,Power,POWERGRID,EQ,INE752E01010,POWERGRID.NS,292.25,0.05359286855734613,0.1980652064856126,-0.1349093983305144,250,2025-06-19,2026-06-19,,14.539801,2718101405696,271810.1405696,Utilities,Utilities - Regulated Electric,INR,,2026-06-19,True,82.29166666666666,47.91666666666667,37.03125,26.35416666666667,63.38541666666667,0.27058194373598426,1Y return below 10%,False
REC Ltd.,Financial Services,RECLTD,EQ,INE020B01018,RECLTD.NS,355.3500061035156,-0.02371665510883436,0.26261718708974696,-0.205764641393117,250,2025-06-19,2026-06-19,,5.74721,935716126720,93571.612672,Financial Services,Credit Services,INR,,2026-06-19,True,96.875,34.375,43.59375,18.90625,62.5,-0.09030884601139763,1Y return below 10%,False
Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018,RELIANCE.NS,1309.5,-0.07848415561362398,0.203078829077778,-0.20579025605878087,250,2025-06-19,2026-06-19,,21.949379,17720772919296,1772077.2919296,Energy,Oil & Gas Refining & Marketing,INR,,2026-06-19,True,65.625,25.0,29.53125,13.750000000000002,43.28125,-0.38647138143368465,1Y return below 10%,False
SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,SBILIFE.NS,1800.199951171875,0.007434001055852013,0.19593805180082566,-0.19019178166648065,250,2025-06-19,2026-06-19,,73.26821,1805909360640,180590.936064,Financial Services,Insurance - Life,INR,,2026-06-19,True,15.625,38.54166666666667,7.03125,21.19791666666667,28.22916666666667,0.03794056839663181,P/E above 30; 1Y return below 10%,False
State Bank of India,Financial Services,SBIN,EQ,INE062A01020,SBIN.NS,1035.0999755859375,0.3421956301084459,0.22337084698613444,-0.2211005228820222,250,2025-06-19,2026-06-19,,11.353516,9554611929088,955461.1929088,Financial Services,Banks - Regional,INR,,2026-06-19,True,89.58333333333334,86.45833333333334,40.31250000000001,47.55208333333334,87.86458333333334,1.5319619132289337,Passed all filters,True
Shree Cement Ltd.,Construction Materials,SHREECEM,EQ,INE070A01015,SHREECEM.NS,25075.0,-0.14039040245455825,0.21062231925120886,-0.2954274359655372,250,2025-06-19,2026-06-19,,51.971066,904724742144,90472.4742144,Basic Materials,Building Materials,INR,,2026-06-19,True,29.166666666666668,18.75,13.125,10.3125,23.4375,-0.6665504536920176,P/E above 30; 1Y return below 10%,False
Shriram Finance Ltd.,Financial Services,SHRIRAMFIN,EQ,INE721A01047,SHRIRAMFIN.NS,1001.9000244140625,0.5524795403448548,0.35407338712594755,-0.21048343756903476,250,2025-06-19,2026-06-19,,18.832706,2357385756672,235738.5756672,Financial Services,Credit Services,INR,,2026-06-19,True,69.79166666666666,94.79166666666666,31.406249999999996,52.135416666666664,83.54166666666666,1.5603531935268893,Passed all filters,True
Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024,SIEMENS.NS,3759.60009765625,0.14454458163976014,0.30155245372039974,-0.15283268471189593,249,2025-06-19,2026-06-19,,79.51777,1338870726656,133887.0726656,Industrials,Specialty Industrial Machinery,INR,,2026-06-19,True,11.458333333333332,63.541666666666664,5.15625,34.94791666666667,40.10416666666667,0.47933478854654676,P/E above 30,False
Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029,SOLARINDS.NS,18052.0,0.06994467618068279,0.3155397927599819,-0.3306599401695942,249,2025-06-19,2026-06-19,,97.652275,1633526480896,163352.6480896,Basic Materials,Specialty Chemicals,INR,,2026-06-19,True,8.333333333333332,52.083333333333336,3.7499999999999996,28.645833333333336,32.395833333333336,0.22166673676523208,P/E above 30; 1Y return below 10%,False
Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036,SUNPHARMA.NS,1838.300048828125,0.12668854351751846,0.1959260288722595,-0.13228863340450492,250,2025-06-19,2026-06-19,,38.522633,4410697580544,441069.7580544,Healthcare,Drug Manufacturers - Specialty & Generic,INR,,2026-06-19,True,42.70833333333333,59.375,19.21875,32.65625,51.875,0.6466141545701275,P/E above 30,False
Tata Capital Ltd.,Financial Services,TATACAP,EQ,INE976I01016,TATACAP.NS,,,,,171,,,Fewer than 200 observations,31.163975,1546682892288,154668.2892288,Financial Services,Credit Services,INR,,2026-06-19,False,,,,,,,P/E above 30; Missing 1Y return,False
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025,TATACONSUM.NS,1111.5,0.029959681232430313,0.21962305075774627,-0.16312051985585363,250,2025-06-19,2026-06-19,,71.11324,1099990695936,109999.0695936,Consumer Defensive,Packaged Foods,INR,,2026-06-19,True,16.666666666666664,41.66666666666667,7.499999999999999,22.91666666666667,30.41666666666667,0.13641410193084486,P/E above 30; 1Y return below 10%,False
Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021,TATAPOWER.NS,402.3500061035156,0.052445772824363246,0.20800853259357746,-0.1674704850800912,250,2025-06-19,2026-06-19,,34.359524,1285644877824,128564.4877824,Utilities,Utilities - Independent Power Producers,INR,,2026-06-19,True,47.91666666666667,46.875,21.562500000000004,25.781250000000004,47.34375000000001,0.25213279556582274,P/E above 30; 1Y return below 10%,False
Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020,TATASTEEL.NS,198.9600067138672,0.3447888392486038,0.26947644029137874,-0.1485245743852014,250,2025-06-19,2026-06-19,,23.027777,2481399005184,248139.9005184,Basic Materials,Steel,INR,,2026-06-19,True,62.5,87.5,28.125,48.12500000000001,76.25,1.2794767471167108,Passed all filters,True
Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029,TCS.NS,2125.0,-0.3549602953013111,0.24705125062739777,-0.362040438603062,250,2025-06-19,2026-06-19,,15.611226,7688435531776,768843.5531776,Technology,Information Technology Services,INR,,2026-06-19,True,80.20833333333334,2.083333333333333,36.09375000000001,1.1458333333333333,37.23958333333334,-1.436788093158296,1Y return below 10%,False
Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036,TECHM.NS,1409.5999755859375,-0.13872660090053213,0.2639702591119383,-0.24694643022688412,250,2025-06-19,2026-06-19,,25.98341,1248655179776,124865.5179776,Technology,Information Technology Services,INR,,2026-06-19,True,60.416666666666664,19.791666666666664,27.1875,10.885416666666666,38.072916666666664,-0.5255387533703342,1Y return below 10%,False
Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028,TITAN.NS,4419.89990234375,0.2646778349228158,0.2360519418263507,-0.1127204874941602,250,2025-06-19,2026-06-19,,77.19001,3920651091968,392065.1091968,Consumer Cyclical,Luxury Goods,INR,,2026-06-19,True,13.541666666666666,80.20833333333334,6.09375,44.11458333333334,50.20833333333334,1.1212694666901892,P/E above 30,False
Tata Motors Ltd.,Capital Goods,TMCV,EQ,INE1TAE01010,TMCV.NS,,,,,151,,,Fewer than 200 observations,48.917274,1480728772608,148072.8772608,Consumer Cyclical,Auto Manufacturers,INR,,2026-06-19,False,,,,,,,P/E above 30; Missing 1Y return,False
Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,TMPV,EQ,INE155A01022,TMPV.NS,359.5,-0.46083269820736117,0.5056327204470341,-0.5883252126259644,250,2025-06-19,2026-06-19,,,1323835588608,132383.5588608,Consumer Cyclical,Auto Manufacturers,INR,,2026-06-19,False,,,,,,-0.9113980950440373,Missing trailing P/E; 1Y return below 10%,False
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028,TORNTPHARM.NS,4429.7998046875,0.41514809620454485,0.20472397413309107,-0.10319390176386978,250,2025-06-19,2026-06-19,,69.35651,1499245576192,149924.5576192,Healthcare,Drug Manufacturers - Specialty & Generic,INR,,2026-06-19,True,18.75,91.66666666666666,8.4375,50.416666666666664,58.854166666666664,2.027843089518461,P/E above 30,False
Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020,TRENT.NS,3205.800048828125,-0.43906047726194664,0.47231603474566874,-0.6468943471909394,250,2025-06-19,2026-06-19,,99.651855,1709436043264,170943.6043264,Consumer Cyclical,Apparel Retail,INR,,2026-06-19,True,6.25,1.0416666666666665,2.8125,0.5729166666666666,3.3854166666666665,-0.9295904541931771,P/E above 30; 1Y return below 10%,False
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023,TVSMOTOR.NS,3442.89990234375,0.24282666229539407,0.26305988281502096,-0.1667400764647361,250,2025-06-19,2026-06-19,,54.167713,1636156440576,163615.6440576,Consumer Cyclical,Auto Manufacturers,INR,,2026-06-19,True,28.125,75.0,12.65625,41.25,53.90625,0.923085115437938,P/E above 30,False
UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011,ULTRACEMCO.NS,11367.0,0.0016682698786669725,0.22508552500817675,-0.20609868219429972,250,2025-06-19,2026-06-19,,40.897316,3343826288640,334382.628864,Basic Materials,Building Materials,INR,,2026-06-19,True,39.58333333333333,37.5,17.8125,20.625,38.4375,0.007411715518385151,P/E above 30; 1Y return below 10%,False
Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016,UNIONBANK.NS,175.75999450683594,0.3009302663355671,0.3218017318033177,-0.21446583263220254,250,2025-06-19,2026-06-19,,6.90609,1341682483200,134168.24832,Financial Services,Banks - Regional,INR,,2026-06-19,True,93.75,83.33333333333334,42.1875,45.83333333333334,88.02083333333334,0.9351418485202339,Passed all filters,True
United Spirits Ltd.,Fast Moving Consumer Goods,UNITDSPR,EQ,INE854D01024,UNITDSPR.NS,1320.5,-0.08650319399812434,0.2291776068021302,-0.16114369462044986,250,2025-06-19,2026-06-19,,54.95214,960533299200,96053.32992,Consumer Defensive,Beverages - Wineries & Distilleries,INR,,2026-06-19,True,26.041666666666668,23.958333333333336,11.71875,13.177083333333336,24.895833333333336,-0.3774504638789181,P/E above 30; 1Y return below 10%,False
Vedanta Aluminium Metal Ltd.,Metals & Mining,VAML,BE,INE1CDF01017,VAML.NS,,,,,5,,,Fewer than 200 observations,inf,1787205255168,178720.5255168,Basic Materials,Aluminum,INR,,2026-06-19,False,,,,,,,P/E above 30; Missing 1Y return,False
Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,EQ,INE200M01039,VBL.NS,529.5,0.1839445986736501,0.28831371716111553,-0.2679562988781816,250,2025-06-19,2026-06-19,,56.269928,1790925733888,179092.5733888,Consumer Defensive,Beverages - Non-Alcoholic,INR,,2026-06-19,True,25.0,67.70833333333334,11.25,37.23958333333334,48.48958333333334,0.6380015508275596,P/E above 30,False
Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025,VEDL.NS,300.79998779296875,-0.26711584253935683,0.7360736703832903,-0.6551746186755952,250,2025-06-19,2026-06-19,,16.767,1174564372480,117456.437248,Basic Materials,Other Industrial Metals & Mining,INR,,2026-06-19,True,78.125,8.333333333333332,35.15625,4.583333333333333,39.739583333333336,-0.36289280990075834,1Y return below 10%,False
Vedanta Oil and Gas Ltd.,Oil Gas & Consumable Fuels,VOGL,BE,INE704J01044,VOGL.NS,,,,,5,,,Fewer than 200 observations,,128329588736,12832.9588736,Basic Materials,Other Industrial Metals & Mining,INR,,2026-06-19,False,,,,,,,Missing trailing P/E; Missing 1Y return,False
Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022,WIPRO.NS,180.8000030517578,-0.2879136460808086,0.24898246028002846,-0.3327126660781464,250,2025-06-19,2026-06-19,,14.383453,1896792195072,189679.2195072,Technology,Information Technology Services,INR,,2026-06-19,True,83.33333333333334,6.25,37.50000000000001,3.4375000000000004,40.93750000000001,-1.1563611579586552,1Y return below 10%,False
Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,EQ,INE010B01027,ZYDUSLIFE.NS,1070.800048828125,0.14000993805512896,0.21677242506785654,-0.17869924546717042,250,2025-06-19,2026-06-19,,21.394608,1077475409920,107747.540992,Healthcare,Drug Manufacturers - Specialty & Generic,INR,,2026-06-19,True,66.66666666666666,62.5,29.999999999999996,34.375,64.375,0.6458844477626777,Passed all filters,True
